NAME,ADDRESS,CITY,STATE,ZIP,API ADDRESS,LAT,LONG,COUNTY,PHONE,ICU/CCU BEDS
HUNTSVILLE MEMORIAL HOSPITAL,110 MEMORIAL HOSPITAL DRIVE,HUNTSVILLE,TX,77340,"110 Memorial Hospital Dr, Huntsville, TX 77340",30.698734,-95.558982,WALKER,9362913411,6
JOHN PETER SMITH HOSPITAL,1500 S MAIN ST,FORT WORTH,TX,76104,"1500 S Main St, Fort Worth, TX 76104",32.726819,-97.328127,TARRANT,8179213431,98
KINDRED HOSPITAL CLEAR LAKE,350 BLOSSOM STREET,WEBSTER,TX,77598,"350 Blossom St, Webster, TX 77598",29.544005,-95.127838,HARRIS,2813167800,14
KINDRED HOSPITAL EL PASO,1740 CURIE DRIVE,EL PASO,TX,79902,"1740 Curie Dr, El Paso, TX 79902",31.778996,-106.477362,EL PASO,9153519044,8
KINDRED HOSPITAL HOUSTON MEDICAL CENTER,6441 MAIN STREET,HOUSTON,TX,77030,"6441 Main St, Houston, TX 77030",29.712968,-95.399037,HARRIS,7137900500,9
KINDRED HOSPITAL HOUSTON NW,11297 FALLBROOK DRIVE,HOUSTON,TX,77065,"11297 Fallbrook Dr, Houston, TX 77065",29.924425,-95.588005,HARRIS,2815171000,12
KINDRED HOSPITAL SUGAR LAND,1550 FIRST COLONY BOULEVARD,SUGAR LAND,TX,77479,"1550 1 Colony Blvd, Sugar Land, TX 77479",29.600647,-95.63812,FORT BEND,2812756000,18
KINDRED HOSPITAL-SAN ANTONIO,3636 MEDICAL DRIVE,SAN ANTONIO,TX,78229,"3636 Medical Dr, San Antonio, TX 78229",29.522377,-98.556416,BEXAR,2106160616,6
KINDRED HOSPITAL-TARRANT COUNTY,1000 NORTH COOPER STREET,ARLINGTON,TX,76011,"1000 N Cooper St, Arlington, TX 76011",32.750511,-97.114156,TARRANT,8175483400,6
KINDRED HOSPITAL-TARRANT COUNTY,7800 OAKMONT BOULEVARD,FORT WORTH,TX,76132,"7800 Oakmont Blvd, Fort Worth, TX 76132",32.665931,-97.424117,TARRANT,8173460094,10
KNAPP MEDICAL CENTER,1401 EAST EIGHTH STREET,WESLACO,TX,78596,"1401 E 8th St, Weslaco, TX 78596",26.152119,-97.97749,HIDALGO,9569688567,22
KNOX COUNTY HOSPITAL,701 SOUTHEAST 5TH STREET,KNOX CITY,TX,79529,"701 SE 5th St, Knox City, TX 79529",33.413698,-99.811498,KNOX,9406573535,2
KPC PROMISE HOSPITAL OF AMARILLO,1540 RESEARCH ST,AMARILLO,TX,79124,"1540 Research St, Amarillo, TX 79124",35.197751,-101.926228,POTTER,8066398670,10
LAKE GRANBURY MEDICAL CENTER,1310 PALUXY ROAD,GRANBURY,TX,76048,"1310 Paluxy Rd, Granbury, TX 76048",32.432362,-97.803711,HOOD,8175732273,19
LAREDO MEDICAL CENTER,1700 EAST SAUNDERS STREET,LAREDO,TX,78041,"1700 E Saunders St, Laredo, TX 78041",27.530851,-99.479962,WEBB,9567965000,42
LAREDO SPECIALTY HOSPITAL,2005 BUSTAMANTE ST,LAREDO,TX,78041,"2005 Bustamante St, Laredo, TX 78041",27.533535,-99.473782,WEBB,9567535353,6
LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHCARE,1801 NORTH OREGON STREET,EL PASO,TX,79902,"1801 N Oregon St, El Paso, TX 79902",31.770037,-106.49823,EL PASO,9155211776,34
LAVACA MEDICAL CENTER,1400 NORTH TEXANA STREET,HALLETTSVILLE,TX,77964,"1400 N Texana St, Hallettsville, TX 77964",29.457421,-96.938331,LAVACA,3617983671,3
LEGENT ORTHOPEDIC HOSPITAL,1401 E TRINITY MILLS RD,CARROLLTON,TX,75006,"1401 E Trinity Mills Rd, Carrollton, TX 75006",32.985575,-96.898337,DALLAS,9728100700,4
LIFECARE HOSPITALS OF FT WORTH,6201 OVERTON RIDGE BOULEVARD,FORT WORTH,TX,76132,"6201 Overton Ridge Blvd, Fort Worth, TX 76132",32.678823,-97.421136,TARRANT,8173706078,10
LIFECARE HOSPITALS OF NORTH TEXAS - DALLAS,1950 RECORD CROSSING ROAD,DALLAS,TX,75235,"1950 Record Crossing Rd, Dallas, TX 75235",32.817306,-96.848898,DALLAS,2146409600,6
LONGVIEW REGIONAL MEDICAL CENTER,2901 NORTH FOURTH STREET,LONGVIEW,TX,75605,"2901 N 4th St, Longview, TX 75605",32.532185,-94.728805,GREGG,9037581818,24
LUBBOCK HEART & SURGICAL HOSPITAL,4810 NORTH LOOP 289,LUBBOCK,TX,79416,"4810 N Loop 289, Lubbock, TX 79416",33.602938,-101.915394,LUBBOCK,8066877777,15
MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,BAY CITY,TX,77414,"104 7th St, Bay City, TX 77414",28.980333,-95.991914,MATAGORDA,9792456383,6
MEDICAL CENTER HOSPITAL,500 W 4TH ST,ODESSA,TX,79761,"500 W 4th St, Odessa, TX 79761",31.845373,-102.373391,ECTOR,4326402413,40
MEDICAL CITY ALLIANCE,3101 N TARRANT PKWY,FORT WORTH,TX,76177,"3101 N Tarrant Pkwy, Fort Worth, TX 76177",32.89983,-97.313977,TARRANT,8176391100,8
MEDICAL CITY ARLINGTON,3301 MATLOCK RD,ARLINGTON,TX,76015,"3301 Matlock Rd, Arlington, TX 76015",32.690201,-97.113928,TARRANT,8174653241,52
MEDICAL CITY DALLAS HOSPITAL,7777 FOREST LN,DALLAS,TX,75230,"7777 Forest Ln, Dallas, TX 75230",32.911775,-96.773229,DALLAS,9725666000,119
MEDICAL CITY DENTON,3535 SOUTH I-35 EAST,DENTON,TX,76210,"3535 S I-35 E I 35, Denton, TX 76210",33.176683,-97.092588,DENTON,9403843535,29
MEDICAL CITY FORT WORTH,900 EIGHTH AVENUE,FORT WORTH,TX,76104,"900 8th Ave, Fort Worth, TX 76104",32.735903,-97.345153,TARRANT,8173362100,68
MEDICAL CITY FRISCO A MEDICAL CENTER OF PLANO FACILITY,5500 FRISCO SQUARE BLVD,FRISCO,TX,75034,"5500 Frisco Square Blvd, Frisco, TX 75034",33.150894,-96.838944,COLLIN,2146180500,28
MEDICAL CITY HEART & SPINE HOSPITALS,11970 NORTH CENTRAL EXPRESSWAY,DALLAS,TX,75243,"11970 N Central Expy, Dallas, TX 75243",32.911715,-96.766786,DALLAS,9725666217,15
MEDICAL CITY LAS COLINAS,6800 N MACARTHUR BLVD,IRVING,TX,75039,"6800 N Macarthur Blvd, Irving, TX 75039",32.902163,-96.957303,DALLAS,9729692000,8
MEDICAL CITY LEWISVILLE,500 W MAIN ST,LEWISVILLE,TX,75057,"500 W Main St, Lewisville, TX 75057",33.044381,-97.004532,DENTON,4693702707,20
MEDICAL CITY MCKINNEY,4500 MEDICAL CENTER DR,MCKINNEY,TX,75069,"4500 Medical Center Dr, McKinney, TX 75069",33.159641,-96.636911,COLLIN,9725478001,16
MEDICAL CITY NORTH HILLS,4401 BOOTH CALLOWAY ROAD,NORTH RICHLAND HILLS,TX,76180,"4401 Booth Calloway Rd, North Richland Hills, TX 76180",32.829318,-97.214001,TARRANT,8172551000,20
MEDICAL CITY PLANO,3901 W 15TH ST,PLANO,TX,75075,"3901 W 15th St, Plano, TX 75075",33.021675,-96.766206,COLLIN,9725191101,100
MEDICAL CITY WEATHERFORD,713 E ANDERSON ST,WEATHERFORD,TX,76086,"713 E Anderson St, Weatherford, TX 76086",32.748269,-97.785737,PARKER,6825821000,20
MEMORIAL HERMANN - TEXAS MEDICAL CENTER,6411 FANNIN,HOUSTON,TX,77030,"6411 Fannin St, Houston, TX 77030",29.714052,-95.396173,HARRIS,7137044000,337
MEMORIAL HERMANN CYPRESS HOSPITAL,27800 NORTHWEST FREEWAY,CYPRESS,TX,77433,"27700 Northwest Fwy, Cypress, TX 77433",29.986183,-95.731952,HARRIS,3462314000,20
MEMORIAL HERMANN GREATER HEIGHTS HOSPITAL,1635 NORTH LOOP WEST,HOUSTON,TX,77008,"1635 N Loop W, Houston, TX 77008",29.810888,-95.43067,HARRIS,7138672000,30
MEMORIAL HERMANN KATY HOSPITAL,23900 KATY FREEWAY,KATY,TX,77494,"23900 Katy Fwy, Katy, TX 77494",29.787086,-95.786189,HARRIS,2816447000,32
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,921 GESSNER ROAD,HOUSTON,TX,77024,"921 Gessner Rd, Houston, TX 77024",29.781137,-95.545763,HARRIS,7139323000,44
MEMORIAL HERMANN NORTHEAST HOSPITAL,18951 MEMORIAL NORTH,HUMBLE,TX,77338,"18951 Memorial Blvd, Humble, TX 77338",29.994309,-95.273599,HARRIS,2815407700,24
MEMORIAL HERMANN PEARLAND HOSPITAL,16100 SOUTH FREEWAY,PEARLAND,TX,77584,"16100 South Fwy, Pearland, TX 77584",29.563684,-95.388809,BRAZORIA,7134136580,10
MEMORIAL HERMANN SOUTHEAST HOSPITAL,11800 ASTORIA BOULEVARD,HOUSTON,TX,77089,"11800 Astoria Blvd, Houston, TX 77089",29.58251,-95.207263,HARRIS,2819296100,30
MEMORIAL HERMANN SOUTHWEST HOSPITAL,7600 BEECHNUT,HOUSTON,TX,77074,"7600 Beechnut St, Houston, TX 77074",29.692477,-95.521494,HARRIS,7134565000,69
MEMORIAL HERMANN SUGAR LAND HOSPITAL,17500 WEST GRAND PARKWAY SOUTH,SUGAR LAND,TX,77479,"17500 W Grand Pkwy S, Sugar Land, TX 77479",29.564723,-95.690119,FORT BEND,2817255202,14
MEMORIAL HERMANN THE WOODLANDS MEDICAL CENTER,9250 PINECROFT,THE WOODLANDS,TX,77380,"9250 Pinecroft Dr, Shenandoah, TX 77380",30.174078,-95.454003,MONTGOMERY,7138972301,58
MEMORIAL HOSPITAL,1110 N SARAH DEWITT DRIVE,GONZALES,TX,78629,"1110 N Sarah Dewitt Dr, Gonzales, TX 78629",29.517542,-97.429642,GONZALES,8306727581,4
MEMORIAL MEDICAL CENTER,815 NORTH VIRGINIA STREET,PORT LAVACA,TX,77979,"815 N Virginia St, Port Lavaca, TX 77979",28.620564,-96.631909,CALHOUN,3615526713,6
MERIDIAN HOSPITAL PLLC,9430 KATY FREEWAY,HOUSTON,TX,77055,"9430 Katy Fwy, Houston, TX 77055",29.785129,-95.524605,HARRIS,8327301370,6
MESQUITE SPECIALTY HOSPITAL,1024 NORTH GALLOWAY AVENUE,MESQUITE,TX,75149,"1024 N Galloway Ave, Mesquite, TX 75149",32.778683,-96.598233,DALLAS,9722162300,6
METHODIST DALLAS MEDICAL CENTER,1441 NORTH BECKLEY AVENUE,DALLAS,TX,75203,"1441 N Beckley Ave, Dallas, TX 75203",32.76156,-96.825026,DALLAS,2149478181,123
METHODIST CHARLTON MEDICAL CENTER,3500 W WHEATLAND RD,DALLAS,TX,75237,"3500 W Wheatland Rd, Dallas, TX 75237",32.64507,-96.876347,DALLAS,2149477777,44
METHODIST HOSPITAL,7700 FLOYD CURL DRIVE,SAN ANTONIO,TX,78229,"7700 Floyd Curl Dr, San Antonio, TX 78229",29.507191,-98.572298,BEXAR,2105754000,137
METHODIST HOSPITAL | ATASCOSA,1905 HIGHWAY 97 EAST,JOURDANTON,TX,78026,"1905 E State Highway 97, Jourdanton, TX 78026",28.932145,-98.525348,ATASCOSA,8307693515,6
METHODIST HOSPITAL | STONE OAK,1139 EAST SONTERRA BLVD,SAN ANTONIO,TX,78258,"1139 E Sonterra Blvd, San Antonio, TX 78258",29.615388,-98.476211,BEXAR,2106382000,34
METHODIST HOSPITAL FOR SURGERY,17101 DALLAS PARKWAY,ADDISON,TX,75001,"17101 Dallas Pkwy, Addison, TX 75001",32.985218,-96.829438,DALLAS,4692483900,4
METHODIST HOSPITAL HILL COUNTRY,1020 STATE HIGHWAY 16 SOUTH,FREDERICKSBURG,TX,78624,"1020 State Hwy 16, Fredericksburg, TX 78624",30.282365,-98.862719,GILLESPIE,8309905032,10
METHODIST MANSFIELD MEDICAL CENTER,2700 E BROAD ST,MANSFIELD,TX,76063,"2700 E Broad St, Mansfield, TX 76063",32.568385,-97.094466,TARRANT,6822426000,38
METHODIST MIDLOTHIAN MEDICAL CENTER,1201 EAST US HIGHWAY 287,MIDLOTHIAN,TX,76065,"1201 E US Highway 287, Midlothian, TX 76065",32.469092,-96.981889,ELLIS,4698462000,8
METHODIST RICHARDSON MEDICAL CENTER,2831 E PRES GEORGE BUSH HWY,RICHARDSON,TX,75082,"Richardson, TX 75082",32.979315,-96.69137,COLLIN,4692042000,50
METHODIST RICHARDSON MEDICAL CENTER CAMPUS FOR CONTINUING CARE,401 W CAMPBELL ROAD,RICHARDSON,TX,75080,"401 W Campbell Rd, Richardson, TX 75080",32.974164,-96.726424,DALLAS,4692042000,10
METHODIST SOUTHLAKE MEDICAL CENTER,421 EAST STATE HWY 114,SOUTHLAKE,TX,76092,"371 State St, Southlake, TX 76092",32.945015,-97.131482,TARRANT,8178654501,6
METHODIST SPECIALTY & TRANSPLANT HOSPITAL,8026 FLOYD CURL DRIVE,SAN ANTONIO,TX,78229,"8026 Floyd Curl Dr, San Antonio, TX 78229",29.513915,-98.576438,BEXAR,2105758110,48
"METHODIST TEXSAN HOSPITAL, A METHODIST HOSPITAL FACILITY",6700 IH-10 WEST,SAN ANTONIO,TX,78201,"6700 I-10 W, San Antonio, TX 78201",29.489745,-98.547459,BEXAR,2107368001,30
METROPOLITAN METHODIST HOSPITAL,1310 MCCULLOUGH AVENUE,SAN ANTONIO,TX,78212,"1310 McCullough Ave, San Antonio, TX 78212",29.441133,-98.491008,BEXAR,2107572200,88
MID-JEFFERSON EXTENDED CARE HOSPITAL,2600 HIGHWAY 365,NEDERLAND,TX,77627,"2600 Highway 365, Nederland, TX 77627",29.955535,-93.986453,JEFFERSON,4097268700,7
MIDLAND MEMORIAL HOSPITAL,400 ROSALIND REDFERN GROVER PKWY,MIDLAND,TX,79701,"400 Rosalind Redfern Grover Pkwy, Midland, TX 79701",31.997566,-102.100201,MIDLAND,4322211111,48
MISSION REGIONAL MEDICAL CENTER,900 SOUTH BRYAN ROAD,MISSION,TX,78572,"900 S Bryan Rd, Mission, TX 78572",26.196411,-98.313817,HIDALGO,9563239103,16
MISSION TRAIL BAPTIST HOSPITAL,3333 RESEARCH PLAZA,SAN ANTONIO,TX,78235,"3333 Research Plz, San Antonio, TX 78235",29.344319,-98.43804,BEXAR,2102973600,20
NACOGDOCHES MEDICAL CENTER,4920 N E STALLINGS DRIVE,NACOGDOCHES,TX,75965,"4920 NE Stallings Dr, Nacogdoches, TX 75965",31.653211,-94.653926,NACOGDOCHES,9365699481,11
NACOGDOCHES MEMORIAL HOSPITAL,1204 NORTH MOUND STREET,NACOGDOCHES,TX,75961,"1204 N Mound St, Nacogdoches, TX 75961",31.612936,-94.648719,NACOGDOCHES,9365644611,16
NAVARRO REGIONAL HOSPITAL,3201 WEST HIGHWAY 22,CORSICANA,TX,75110,"3201 W State Highway 22, Corsicana, TX 75110",32.083865,-96.503734,NAVARRO,9036546805,10
NEXUS SPECIALTY HOSPITAL -THE WOODLANDS LTD-SHENANDOAH CAMPUS,123 VISION PARK BLVD,SHENANDOAH,TX,77384,"123 Vision Park Blvd, Shenandoah, TX 77384",30.188751,-95.459976,MONTGOMERY,2813640317,16
NORTH AUSTIN MEDICAL CENTER,12221 MOPAC EXPRESSWAY NORTH,AUSTIN,TX,78758,"N Mo-Pac Expy, Austin, TX 78759",30.376097,-97.738627,TRAVIS,5129012529,30
NORTH CENTRAL BAPTIST HOSPITAL,520 MADISON OAK,SAN ANTONIO,TX,78258,"520 Madison Oak Dr, San Antonio, TX 78258",29.620513,-98.491862,BEXAR,2102974600,46
NORTH TEXAS MEDICAL CENTER,1900 HOSPITAL BOULEVARD,GAINESVILLE,TX,76240,"1900 Hospital Blvd, Gainesville, TX 76240",33.641354,-97.162089,COOKE,9406651751,6
NORTHEAST BAPTIST HOSPITAL,8811 VILLAGE DRIVE,SAN ANTONIO,TX,78217,"8811 Village Dr, San Antonio, TX 78217",29.520442,-98.428742,BEXAR,2102972600,42
NORTHEAST METHODIST HOSPITAL,12412 JUDSON ROAD,SAN ANTONIO,TX,78233,"12412 Judson Rd, Live Oak, TX 78233",29.552277,-98.347883,BEXAR,2107577000,38
NORTHWEST TEXAS HOSPITAL,1501 SOUTH COULTER STREET,AMARILLO,TX,79106,"1501 S Coulter St, Amarillo, TX 79106",35.199823,-101.920803,POTTER,8063541000,85
OAKBEND MEDICAL CENTER,1705 JACKSON STREET,RICHMOND,TX,77469,"1705 Jackson St, Richmond, TX 77469",29.577706,-95.770969,FORT BEND,2813413000,12
OAKBEND MEDICAL CENTER,22003 SOUTHWEST FREEWAY,RICHMOND,TX,77469,"22003 Southwest Fwy, Richmond, TX 77469",29.55578,-95.713908,FORT BEND,2813412000,6
OAKBEND MEDICAL CENTER - WHARTON HOSPITAL CAMPUS,10141 HWY 59 ROAD,WHARTON,TX,77488,"10141 US Hwy 59, Wharton, TX 77488",29.329637,-96.120308,WHARTON,2813414812,12
ODESSA REGIONAL MEDICAL CENTER,520 EAST SIXTH STREET,ODESSA,TX,79761,"520 E 6th St, Odessa, TX 79761",31.851086,-102.365556,ECTOR,4325828000,10
OMNIPOINT HEALTH HOSPITAL,200 HOSPITAL DRIVE,ANAHUAC,TX,77514,"200 Hospital Dr, Anahuac, TX 77514",29.75315,-94.686947,CHAMBERS,4092673143,1
PALESTINE REGIONAL MEDICAL CENTER,2900 SOUTH LOOP 256,PALESTINE,TX,75801,"2900 S Loop 256, Palestine, TX 75801",31.732762,-95.627274,ANDERSON,9037311184,10
PALO PINTO GENERAL HOSPITAL,400 SOUTHWEST 25TH AVENUE,MINERAL WELLS,TX,76067,"400 SW 25th Ave, Mineral Wells, TX 76067",32.799185,-98.145012,PALO PINTO,9403257891,8
PAM SPECIALTY HOSPITAL OF SAN ANTONIO MEDICAL CENTER,8902 FLOYD CURL DRIVE,SAN ANTONIO,TX,78240,"8902 Floyd Curl Dr, San Antonio, TX 78240",29.526561,-98.590482,BEXAR,7177319660,10
PAMPA REGIONAL MEDICAL CENTER,ONE MEDICAL PLAZA,PAMPA,TX,79065,"1 Medical Plz, Pampa, TX 79065",35.572395,-100.964068,GRAY,8066653721,6
PARIS REGIONAL MEDICAL CENTER NORTH CAMPUS,865 DESHONG DRIVE,PARIS,TX,75460,"865 Deshong Dr, Paris, TX 75460",33.688124,-95.547096,LAMAR,9037371111,16
PARKLAND MEMORIAL HOSPITAL,5200 - 5201 HARRY HINES BOULEVARD,DALLAS,TX,75235,"5201 Harry Hines Blvd, Dallas, TX 75235",32.811035,-96.837839,DALLAS,2145900356,131
PARKVIEW REGIONAL HOSPITAL,600 SOUTH BONHAM,MEXIA,TX,76667,"600 S Bonham St, Mexia, TX 76667",31.675021,-96.480021,LIMESTONE,2545625332,6
PETERSON REGIONAL MEDICAL CENTER,551 HILL COUNTRY DRIVE,KERRVILLE,TX,78028,"551 Hill Country Dr S, Kerrville, TX 78028",30.043795,-99.152235,KERR,8308964200,12
REEVES REGIONAL HEALTH,2349 MEDICAL DRIVE,PECOS,TX,79772,"Pecos, TX 79772",31.446678,-103.57906,REEVES,4324473551,2
RESOLUTE BAPTIST HOSPITAL,555 CREEKSIDE CROSSING,NEW BRAUNFELS,TX,78130,"555 Creekside Xing, New Braunfels, TX 78130",29.721947,-98.070208,COMAL,8305006602,16
RIO GRANDE REGIONAL HOSPITAL,101 E RIDGE ROAD,MCALLEN,TX,78503,"101 E Ridge Rd, McAllen, TX 78503",26.186287,-98.222486,HIDALGO,9566326000,40
RIVER OAKS HOSPITALS & CLINICS,4200 TWELVE OAKS DRIVE,HOUSTON,TX,77027,"Twelve Oaks Dr, Houston, TX 77024",29.780571,-95.496946,HARRIS,7133303887,5
ROLLING PLAINS MEMORIAL HOSPITAL,200 EAST ARIZONA,SWEETWATER,TX,79556,"200 E Arizona Ave, Sweetwater, TX 79556",32.453553,-100.397509,NOLAN,3252351701,6
ROUND ROCK MEDICAL CENTER,2400 ROUND ROCK AVENUE,ROUND ROCK,TX,78681,"2400 Round Rock Ave, Round Rock, TX 78681",30.510718,-97.713493,WILLIAMSON,5123411000,22
"SCENIC MOUNTAIN MEDICAL CENTER, A STEWARD FAMILY HOSPITAL",1601 WEST ELEVENTH PLACE,BIG SPRING,TX,79720,"Big Spring, TX 79720",32.278703,-101.457761,HOWARD,4322684903,8
SELECT SPECIALTY HOSPITAL - DALLAS (DOWNTOWN),3500 GASTON AVENUE 3RD AND 4TH FLOORS,DALLAS,TX,75246,"3500 Gaston Ave, Dallas, TX 75246",32.790908,-96.779474,DALLAS,9722270093,6
SETON MEDICAL CENTER HARKER HEIGHTS,850 WEST CENTRAL TEXAS EXPRESSWAY,HARKER HEIGHTS,TX,76548,"850 W Central Texas Expy, Harker Heights, TX 76548",31.072602,-97.682833,BELL,2546900900,10
SHANNON MEDICAL CENTER,120 E HARRIS AVE,SAN ANGELO,TX,76903,"120 E Harris Ave, San Angelo, TX 76903",31.465082,-100.434641,TOM GREEN,3256536741,33
SHANNON MEDICAL CENTER SOUTH,3501 KNICKERBOCKER RD,SAN ANGELO,TX,76904,"3501 Knickerbocker Rd, San Angelo, TX 76904",31.418433,-100.46964,TOM GREEN,3259499511,12
SOLARA SPECIALTY HOSPITALS HARLINGEN,508 VICTORIA LANE,HARLINGEN,TX,78550,"508 Victoria Ln, Harlingen, TX 78550",26.161525,-97.672292,CAMERON,9564259600,6
SOLARA SPECIALTY HOSPITALS HARLINGEN - BROWNSVILLE,333 LORENALY DRIVE,BROWNSVILLE,TX,78520,"333 Lorenaly Dr, Brownsville, TX 78526",25.97362,-97.510685,CAMERON,9565460808,6
SOLARA SPECIALTY HOSPITALS MCALLEN,301 WEST EXPRESSWAY 83 8TH FLOOR,MCALLEN,TX,78503,"301 Expwy, Fl 8, McAllen, TX 78503",26.186457,-98.225692,HIDALGO,9566324880,6
SOUTH TEXAS HEALTH SYSTEM EDINBURG,1102 WEST TRENTON ROAD,EDINBURG,TX,78539,"1102 W Trenton Rd, Edinburg, TX 78539",26.261293,-98.181844,HIDALGO,9563886000,44
SOUTH TEXAS HEALTH SYSTEM HEART,1900 SOUTH D STREET,MCALLEN,TX,78503,"1900 S D St, McAllen, TX 78503",26.183853,-98.218108,HIDALGO,9569942000,13
SOUTH TEXAS HEALTH SYSTEM MCALLEN,301 WEST EXPRESSWAY 83,MCALLEN,TX,78503,"301 Expwy 83, McAllen, TX 78503",26.186457,-98.225692,HIDALGO,9566324000,38
SOUTH TEXAS SPINE & SURGICAL HOSPITAL,18600 NORTH HARDY OAK BOULEVARD,SAN ANTONIO,TX,78258,"18600 Hardy Oak Blvd, San Antonio, TX 78258",29.613359,-98.47755,BEXAR,2105074091,2
ST DAVIDS GEORGETOWN HOSPITAL A ST DAVIDS MEDICAL CENTER FACILI,2000 SCENIC DRIVE,GEORGETOWN,TX,78626,"2000 Scenic Dr, Georgetown, TX 78626",30.626493,-97.688147,WILLIAMSON,5129433000,20
ST DAVIDS MEDICAL CENTER,919 E 32ND STREET,AUSTIN,TX,78705,"919 E 32nd St, Austin, TX 78705",30.290681,-97.726745,TRAVIS,5124767111,40
ST DAVIDS SOUTH AUSTIN MEDICAL CENTER,901 W BEN WHITE BLVD,AUSTIN,TX,78704,"901 W Ben White Blvd, Austin, TX 78704",30.227468,-97.773479,TRAVIS,5124472211,38
ST DAVIDS SURGICAL HOSPITAL A CAMPUS OF NORTH AUSTIN MEDICAL CTR,1201 W LOUIS HENNA BLVD,AUSTIN,TX,78681,"1201 W Louis Henna Blvd, Austin, TX 78681",30.477073,-97.690592,WILLIAMSON,5129011000,6
ST JOSEPH MEDICAL CENTER,1401 ST JOSEPH PARKWAY,HOUSTON,TX,77002,"1401 St Joseph Pkwy, Houston, TX 77002",29.748091,-95.366207,HARRIS,7137565007,36
ST JOSEPH REGIONAL HEALTH CENTER,2801 FRANCISCAN DRIVE,BRYAN,TX,77802,"2801 Franciscan Dr, Bryan, TX 77802",30.655929,-96.346726,BRAZOS,9797763777,36
ST LUKES BAPTIST HOSPITAL,7930 FLOYD CURL DRIVE,SAN ANTONIO,TX,78229,"7930 Floyd Curl Dr, San Antonio, TX 78229",29.512373,-98.574718,BEXAR,2102975600,30
ST LUKES HOSPITAL AT THE VINTAGE,20171 CHASEWOOD PARK DR,HOUSTON,TX,77070,"20171 Chasewood Park Dr, Houston, TX 77070",29.989252,-95.567478,HARRIS,8325345000,12
ST LUKES PATIENTS MEDICAL CENTER,4600 EAST SAM HOUSTON PARKWAY SOUTH,PASADENA,TX,77505,"4600 E Sam Houston Pkwy S, Pasadena, TX 77505",29.641373,-95.16191,HARRIS,7139487000,8
ST LUKES SUGAR LAND HOSPITAL,1317 LAKE POINTE PARKWAY,SUGAR LAND,TX,77478,"1317 Lake Pointe Pkwy, Sugar Land, TX 77478",29.603754,-95.620268,FORT BEND,2816377000,16
ST LUKES THE WOODLANDS HOSPITAL,17200 ST LUKES WAY,THE WOODLANDS,TX,77384,"17200 St Lukes Way, Conroe, TX 77384",30.205221,-95.458625,MONTGOMERY,9362662000,43
STARR COUNTY MEMORIAL HOSPITAL,128 NORTH FM ROAD 3167,RIO GRANDE CITY,TX,78582,"128 N FM 3167, Rio Grande City, TX 78582",26.376663,-98.858984,STARR,9564875561,3
STEPHENS MEMORIAL HOSPITAL,200 SOUTH GENEVA,BRECKENRIDGE,TX,76424,"200 S Geneva Ave, Breckenridge, TX 76424",32.754072,-98.88745,STEPHENS,2545592241,3
SURGERY SPECIALTY HOSPITALS OF AMERICA SOUTHEAST HOUSTON,4301-B VISTA,PASADENA,TX,77504,"Pasadena, TX 77504",29.645312,-95.176291,HARRIS,7133783000,5
SWEENY COMMUNITY HOSPITAL,305 NORTH MCKINNEY STREET,SWEENY,TX,77480,"305 N McKinney St, Sweeny, TX 77480",29.048286,-95.691495,BRAZORIA,9795481598,2
TEXAS CHILDRENS HOSPITAL,6621 FANNIN STREET,HOUSTON,TX,77030,"6621 Fannin St, Houston, TX 77030",29.708155,-95.400365,HARRIS,8328241000,138
TEXAS CHILDRENS HOSPITAL THE WOODLANDS,17600 INTERSTATE 45 SOUTH,THE WOODLANDS,TX,77384,"17600 S I-45, Conroe, TX 77384",30.200999,-95.457618,MONTGOMERY,9362675000,14
TEXAS CHILDRENS HOSPITAL WEST CAMPUS,18200 KATY FREEWAY,HOUSTON,TX,77094,"18200 Katy Fwy, Houston, TX 77094",29.7873,-95.692415,HARRIS,8322271000,22
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,800 W RANDOL MILL RD,ARLINGTON,TX,76012,"800 W Randol Mill Rd, Arlington, TX 76012",32.751423,-97.114841,TARRANT,8179606535,39
TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,10864 TEXAS HEALTH TRL,FORT WORTH,TX,76244,"10864 Texas Health Trl, Fort Worth, TX 76244",32.897857,-97.314045,TARRANT,6822122000,24
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,108 DENVER TRL,AZLE,TX,76020,"108 Denver Trl, Azle, TX 76020",32.880904,-97.533101,TARRANT,8174448600,6
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,201 WALLS DRIVE,CLEBURNE,TX,76033,"201 Walls Dr, Cleburne, TX 76033",32.331749,-97.438415,JOHNSON,8176412551,7
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,1301 PENNSYLVANIA AVE,FORT WORTH,TX,76104,"1301 Pennsylvania Ave, Fort Worth, TX 76104",32.736811,-97.33891,TARRANT,8172502000,134
