NAME,ADDRESS,CITY,STATE,ZIP,API ADDRESS,LAT,LONG,COUNTY,PHONE,MED/SURG BEDS
CONTINUECARE HOSPITAL AT MEDICAL CENTER ODESSA,500 W 4TH STREET 4TH FLOOR,ODESSA,TX,79761,"500 W 4th St, Fl, Odessa, TX 79761",31.845373,-102.373391,ECTOR,4326404380,25
COOK CHILDRENS MEDICAL CENTER,801 SEVENTH AVENUE,FORT WORTH,TX,76104,"801 7th Ave, Fort Worth, TX 76104",32.736976,-97.341846,TARRANT,6828854326,7
COON MEMORIAL HOSPITAL AND HOME,1411 DENVER AVENUE,DALHART,TX,79022,"1411 Denver Ave, Dalhart, TX 79022",36.051705,-102.521406,HARTLEY,8062449267,21
CORNERSTONE REGIONAL HOSPITAL,2302 CORNERSTONE BOULEVARD,EDINBURG,TX,78539,"2302 Cornerstone Blvd, Edinburg, TX 78539",26.262479,-98.198356,HIDALGO,9566184444,14
CORNERSTONE SPECIALTY HOSPITALS AUSTIN,4207 BURNET ROAD,AUSTIN,TX,78756,"4207 Burnet Rd, Austin, TX 78756",30.312128,-97.743444,TRAVIS,5127061900,97
CORNERSTONE SPECIALTY HOSPITALS CLEAR LAKE,709 MEDICAL CENTER BLVD,WEBSTER,TX,77598,"709 Medical Center Blvd, Webster, TX 77598",29.537255,-95.129351,HARRIS,2813323322,62
CORNERSTONE SPECIALTY HOSPITALS CONROE,1500 GRAND LAKE DRIVE,CONROE,TX,77304,"1500 Grand Lake Dr, Conroe, TX 77304",30.282192,-95.465705,MONTGOMERY,9365231800,35
CORNERSTONE SPECIALTY HOSPITALS HOUSTON MEDICAL CENTER,1300 BINZ,HOUSTON,TX,77004,"1300 Binz St, Houston, TX 77004",29.724095,-95.387003,HARRIS,7132851000,53
CORNERSTONE SPECIALTY HOSPITALS ROUND ROCK,4681 COLLEGE PARK DRIVE,ROUND ROCK,TX,78665,"4681 College Park Dr, Round Rock, TX 78665",30.566759,-97.657752,WILLIAMSON,5126711100,30
CORPUS CHRISTI MEDICAL CENTER BAY AREA,7101 SOUTH PADRE ISLAND DRIVE,CORPUS CHRISTI,TX,78412,"7101 S Padre Island Dr, Corpus Christi, TX 78412",27.69334,-97.341648,NUECES,3617611200,121
CORPUS CHRISTI MEDICAL CENTER DOCTORS REGIONAL,3315 SOUTH ALAMEDA,CORPUS CHRISTI,TX,78411,"3315 S Alameda St, Corpus Christi, TX 78411",27.754109,-97.38838,NUECES,3617611400,191
CORYELL MEMORIAL HOSPITAL,1507 WEST MAIN STREET,GATESVILLE,TX,76528,"1507 W Main St, Gatesville, TX 76528",31.435215,-97.779162,CORYELL,2548658251,22
COVENANT CHILDRENS HOSPITAL,4015 22ND PLACE,LUBBOCK,TX,79410,"4015 22nd Pl, Lubbock, TX 79410",33.573954,-101.900299,LUBBOCK,8067257960,55
COVENANT HOSPITAL LEVELLAND,1900 COLLEGE AVENUE,LEVELLAND,TX,79336,"1900 S College Ave, Levelland, TX 79336",33.572882,-102.368168,HOCKLEY,8068944963,44
COVENANT HOSPITAL PLAINVIEW,2601 DIMMIT ROAD,PLAINVIEW,TX,79072,"2601 Dimmitt Rd, Plainview, TX 79072",34.206722,-101.731042,HALE,8062964265,56
COVENANT MEDICAL CENTER,3615 19TH STREET,LUBBOCK,TX,79410,"3615 19th St, Lubbock, TX 79410",33.577683,-101.891893,LUBBOCK,8067250000,239
COVENANT SPECIALTY HOSPITAL,3815 20TH STREET,LUBBOCK,TX,79410,"3815 20th St, Lubbock, TX 79410",33.576743,-101.897003,LUBBOCK,8067259200,28
CRANE MEMORIAL HOSPITAL,1310 SOUTH ALFORD STREET,CRANE,TX,79731,"1310 S Alford St, Crane, TX 79731",31.38973,-102.349871,CRANE,4325583555,25
CRESCENT MEDICAL CENTER LANCASTER,2600 WEST PLEASANT RUN ROAD,LANCASTER,TX,75146,"2600 W Pleasant Run Rd, Lancaster, TX 75146",32.602383,-96.812722,DALLAS,4692975321,76
CROCKETT MEDICAL CENTER,1100 E LOOP 304,CROCKETT,TX,75835,"1100 E Loop 304, Crockett, TX 75835",31.324808,-95.438246,HOUSTON,9365463891,15
CROSBYTON CLINIC HOSPITAL,710 WEST MAIN STREET,CROSBYTON,TX,79322,"710 W Main St, Crosbyton, TX 79322",33.660257,-101.246175,CROSBY,8066752382,2
CUERO REGIONAL HOSPITAL,2550 NORTH ESPLANADE,CUERO,TX,77954,"2550 N Esplanade St, Cuero, TX 77954",29.112742,-97.283053,DE WITT,3612756191,40
CULBERSON HOSPITAL,EISENHOWER-FM 2185,VAN HORN,TX,79855,"2201 S Van Horn St, Van Horn, TX 79855",31.017387,-104.827675,CULBERSON,4322832760,14
DALLAS MEDICAL CENTER,7 MEDICAL PARKWAY,DALLAS,TX,75234,"7 Medical Pkwy, Dallas, TX 75234",32.915447,-96.870243,DALLAS,9722471000,133
DALLAS REGIONAL MEDICAL CENTER,1011 NORTH GALLOWAY AVE,MESQUITE,TX,75149,"1011 N Galloway Ave, Mesquite, TX 75149",32.778628,-96.60129,DALLAS,2143207787,128
DEL SOL MEDICAL CENTER A CAMPUS OF LPDS HEALTHCARE,10301 GATEWAY BOULEVARD WEST,EL PASO,TX,79925,"10301 Gateway Blvd W, El Paso, TX 79925",31.756644,-106.351462,EL PASO,9155959000,183
DELL SETON MEDICAL CENTER AT THE UNIVERSITY OF TEXAS,1500 RED RIVER STREET,AUSTIN,TX,78701,"1500 Red River St, Austin, TX 78701",30.276438,-97.734383,TRAVIS,5123247000,120
DETAR HEALTHCARE SYSTEM,506 EAST SAN ANTONIO STREET,VICTORIA,TX,77901,"506 E San Antonio St, Victoria, TX 77901",28.808086,-96.998618,VICTORIA,3615757441,107
DETAR HEALTHCARE SYSTEM,101 MEDICAL DRIVE,VICTORIA,TX,77904,"101 Medical Dr, Victoria, TX 77904",28.854217,-97.019618,VICTORIA,3615736100,41
DHR HEALTH BROWNSVILLE,4750 N EXPRESSWAY 77,BROWNSVILLE,TX,78526,"Brownsville, TX 78526",25.971728,-97.469871,CAMERON,9563627469,56
DIMMIT REGIONAL HOSPITAL,704 HOSPITAL DRIVE,CARRIZO SPRINGS,TX,78834,"704 Hospital Dr, Carrizo Springs, TX 78834",28.519615,-99.863209,DIMMIT,8308762424,21
DOCTORS HOSPITAL AT RENAISSANCE,5501 SOUTH MCCOLL,EDINBURG,TX,78539,"5501 S McColl Rd, Edinburg, TX 78539",26.252805,-98.204995,HIDALGO,9563627360,159
DOCTORS HOSPITAL OF LAREDO,10700 MCPHERSON ROAD,LAREDO,TX,78045,"10700 McPherson Rd, Laredo, TX 78045",27.607033,-99.476413,WEBB,9565232000,106
EAST HOUSTON MEDICAL CENTER,15149 WALLISVILLE ROAD,HOUSTON,TX,77049,"15149 Wallisville Rd, Houston, TX 77049",29.808354,-95.165574,HARRIS,2819889800,4
EASTLAND MEMORIAL HOSPITAL,304 SOUTH DAUGHERTY,EASTLAND,TX,76448,"304 S Daugherty Ave, Eastland, TX 76448",32.399933,-98.821367,EASTLAND,2546292601,52
EL CAMPO MEMORIAL HOSPITAL,303 SANDY CORNER ROAD,EL CAMPO,TX,77437,"303 Sandy Corner Rd, El Campo, TX 77437",29.218917,-96.290741,WHARTON,9795436251,45
EL PASO LTAC HOSPITAL,"1221 NORTH COTTON, 3RD FLOOR",EL PASO,TX,79902,"1221 N Cotton St, Fl 3, El Paso, TX 79902",31.783401,-106.473554,EL PASO,9155465822,33
ELECTRA MEMORIAL HOSPITAL,1207 SOUTH BAILEY STREET,ELECTRA,TX,76360,"1207 S Bailey St, Electra, TX 76360",34.016343,-98.923744,WICHITA,9404953981,19
ELITECARE EMERGENCY HOSPITAL,2530 GULF FREEWAY S,LEAGUE CITY,TX,77573,"2530 Gulf Fwy S, League City, TX 77573",29.474358,-95.096571,GALVESTON,2813377500,4
EMINENT MEDICAL CENTER,1351 W PRESIDENT BUSH HWY,RICHARDSON,TX,75080,"1351 Presidential Dr, Richardson, TX 75081",32.964291,-96.703224,COLLIN,4699108800,5
ENNIS REGIONAL MEDICAL CENTER,2201 WEST LAMPASAS STREET,ENNIS,TX,75119,"W Lampasas St, Ennis, TX 75119",32.321645,-96.628593,ELLIS,9728750900,54
ER TX MEDICAL CENTER MANSFIELD,1710 US 287 FRONTAGE RD,MANSFIELD,TX,76063,"1710 Highway 287 N, Mansfield, TX 76063",32.590571,-97.140217,TARRANT,8176722822,10
EXCEPTIONAL COMMUNITY HOSPITAL AMARILLO,2101 S COULTER STREET,AMARILLO,TX,79106,"2101 S Coulter St, Amarillo, TX 79106",35.189243,-101.919773,POTTER,4693417800,8
FAITH COMMUNITY HOSPITAL,215 CHISHOLM TRAIL,JACKSBORO,TX,76458,"215 Chisholm Trl, Jacksboro, TX 76458",33.230748,-98.166978,JACK,9405676633,13
FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,MARLIN,TX,76661,"322 Coleman St, Marlin, TX 76661",31.307493,-96.893064,FALLS,2548033561,36
FIRST BAPTIST MEDICAL CENTER,8111 MEADOW RD,DALLAS,TX,75231,"8111 Meadow Rd, Dallas, TX 75231",32.888377,-96.766589,DALLAS,4693293700,14
FIRST SURGICAL HOSPITAL,4801 BISSONNET STREET,BELLAIRE,TX,77401,"4801 Bissonnet St, Bellaire, TX 77401",29.710107,-95.462486,HARRIS,7132751111,19
FISHER COUNTY HOSPITAL DISTRICT,774 STATE HWY 70 NORTH,ROTAN,TX,79546,"774 State Hwy 70, Rotan, TX 79546",32.858943,-100.467826,FISHER,3257352256,14
FORT DUNCAN REGIONAL MEDICAL CENTER,3333 NORTH FOSTER MALDONADO,EAGLE PASS,TX,78852,"3333 N Foster Maldonado Blvd, Eagle Pass, TX 78852",28.71316,-100.455385,MAVERICK,8307735321,56
FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,9522 HUEBNER ROAD,SAN ANTONIO,TX,78240,"9522 Huebner Rd, San Antonio, TX 78240",29.530296,-98.590537,BEXAR,2104785400,20
FREESTONE MEDICAL CENTER,125 NEWMAN STREET,FAIRFIELD,TX,75840,"125 Newman St, Fairfield, TX 75840",31.724893,-96.169516,FREESTONE,9033892121,35
FRIO REGIONAL HOSPITAL,200 S IH-35,PEARSALL,TX,78061,"200 S I-35, Pearsall, TX 78061",28.898142,-99.115749,FRIO,8303343617,22
GLEN ROSE MEDICAL CENTER,1021 HOLDEN STREET,GLEN ROSE,TX,76043,"1021 Holden St, Glen Rose, TX 76043",32.242738,-97.746085,SOMERVELL,2548972215,16
GOLDEN PLAINS COMMUNITY HOSPITAL,100 MEDICAL DRIVE,BORGER,TX,79007,"100 Medical Dr, Borger, TX 79007",35.65535,-101.408888,HUTCHINSON,8064675700,18
GOODALL-WITCHER HOSPITAL,101 POSEY AVE,CLIFTON,TX,76634,"101 Posey Ave, Clifton, TX 76634",31.77775,-97.588686,BOSQUE,2546758322,23
GRACE SURGICAL HOSPITAL,7509 MARSHA SHARP FWY,LUBBOCK,TX,79407,"7509 Marsha Sharp Fwy, Lubbock, TX 79407",33.523894,-101.98459,LUBBOCK,8067254000,32
GRAHAM HOSPITAL DISTRICT,1301 MONTGOMERY ROAD,GRAHAM,TX,76450,"1301 Montgomery Rd, Graham, TX 76450",33.089763,-98.583961,YOUNG,9405493400,18
GUADALUPE REGIONAL MEDICAL CENTER,1215 EAST COURT STREET,SEGUIN,TX,78155,"1215 E Court St, Seguin, TX 78155",29.567935,-97.947397,GUADALUPE,8303792411,100
HAMILTON GENERAL HOSPITAL,400 NORTH BROWN AVENUE,HAMILTON,TX,76531,"400 N Brown St, Hamilton, TX 76531",31.704894,-98.114066,HAMILTON,2543861950,25
HAMILTON HOSPITAL,901 WEST HAMILTON STREET,OLNEY,TX,76374,"901 W Hamilton St, Olney, TX 76374",33.369307,-98.764445,YOUNG,9405645521,18
HANSFORD COUNTY HOSPITAL,707 SOUTH ROLAND,SPEARMAN,TX,79081,"707 S Roland St, Spearman, TX 79081",36.190271,-101.199896,HANSFORD,8066592535,14
HARDEMAN COUNTY MEMORIAL HOSPITAL,402 MERCER STREET,QUANAH,TX,79252,"402 Mercer St, Quanah, TX 79252",34.296476,-99.741404,HARDEMAN,9406632795,24
HARLINGEN MEDICAL CENTER,5501 SOUTH EXPRESSWAY 77,HARLINGEN,TX,78550,"Harlingen, TX 78550",26.255523,-97.667502,CAMERON,9563651000,90
HARRIS HEALTH SYSTEM BEN TAUB HOSPITAL,1504 TAUB LOOP,HOUSTON,TX,77030,"1504 Taub Loop, Houston, TX 77030",29.712675,-95.393774,HARRIS,3464260478,230
HARRIS HEALTH SYSTEM LYNDON B JOHNSON HOSPITAL,5656 KELLEY STREET,HOUSTON,TX,77026,"5656 Kelley St, Houston, TX 77026",29.811429,-95.310943,HARRIS,3464260478,144
HASKELL MEMORIAL HOSPITAL,1 NORTH AVENUE N,HASKELL,TX,79521,"N Ave N, Haskell, TX 79521",33.159153,-99.744644,HASKELL,9408642621,25
HCA HOUSTON HEALTHCARE CLEAR LAKE,500 MEDICAL CENTER BLVD,WEBSTER,TX,77598,"500 Medical Center Blvd, Webster, TX 77598",29.539812,-95.126216,HARRIS,2813322511,303
HCA HOUSTON HEALTHCARE CONROE,504 MEDICAL CENTER BOULEVARD,CONROE,TX,77304,"504 Medical Center Blvd, Conroe, TX 77304",30.284117,-95.46829,MONTGOMERY,9365391111,233
HCA HOUSTON HEALTHCARE KINGWOOD,22999 US HIGHWAY 59,KINGWOOD,TX,77339,"22999 US Highway 59 N, Humble, TX 77339",30.05008,-95.254977,MONTGOMERY,2813488001,284
HCA HOUSTON HEALTHCARE MAINLAND,6801 EMMETT F LOWERY EXPRESSWAY,TEXAS CITY,TX,77591,"6801 Emmett F Lowry Expy, Texas City, TX 77591",29.393783,-94.986295,GALVESTON,4099385000,148
HCA HOUSTON HEALTHCARE MEDICAL CENTER,1313 HERMANN DRIVE,HOUSTON,TX,77004,"1313 Hermann Dr, Houston, TX 77004",29.722727,-95.387547,HARRIS,7135275000,418
HCA HOUSTON HEALTHCARE NORTH CYPRESS,21214 NORTHWEST FREEWAY,CYPRESS,TX,77429,"21214 Northwest Fwy, Cypress, TX 77429",29.927665,-95.632202,HARRIS,8329123500,119
HCA HOUSTON HEALTHCARE NORTHWEST,710 CYPRESS CREEK PARKWAY,HOUSTON,TX,77090,"709 Cypress Station Dr, Houston, TX 77090",30.030067,-95.440495,HARRIS,2814401000,283
HCA HOUSTON HEALTHCARE PEARLAND,11100 SHADOW CREEK PARKWAY,PEARLAND,TX,77584,"11100 Shadow Creek Pkwy, Pearland, TX 77584",29.577963,-95.390876,BRAZORIA,7137707100,40
HCA HOUSTON HEALTHCARE SOUTHEAST,4000 SPENCER HIGHWAY,PASADENA,TX,77504,"4000 Spencer Hwy, Pasadena, TX 77504",29.661171,-95.183755,HARRIS,7133592000,252
HCA HOUSTON HEALTHCARE TOMBALL,605 HOLDERRIETH BOULEVARD,TOMBALL,TX,77375,"605 Holderrieth Blvd, Tomball, TX 77375",30.0874,-95.620728,HARRIS,2814017500,252
HCA HOUSTON HEALTHCARE WEST,12141 RICHMOND AVENUE,HOUSTON,TX,77082,"12141 Richmond Ave, Houston, TX 77082",29.729197,-95.594442,HARRIS,2815583444,176
"HEART HOSPITAL OF AUSTIN, A CAMPUS OF ST DAVIDS MEDICAL CENTER",3801 NORTH LAMAR,AUSTIN,TX,78756,"3801 N Lamar Blvd, Austin, TX 78756",30.305918,-97.741119,TRAVIS,5124077000,58
HEART OF TEXAS HEALTHCARE SYSTEM,2008 NINE ROAD,BRADY,TX,76825,"2008 9th Rd, Brady, TX 76825",31.117865,-99.346768,MCCULLOCH,3255972901,21
HEMPHILL COUNTY HOSPITAL,1020 SOUTH 4TH STREET,CANADIAN,TX,79014,"1020 S 4th St, Canadian, TX 79014",35.903557,-100.3882,HEMPHILL,8063236422,26
HENDRICK MEDICAL CENTER,1900 PINE,ABILENE,TX,79601,"Abilene, TX 79601",32.576489,-99.665323,TAYLOR,3256702000,415
HENDRICK MEDICAL CENTER BROWNWOOD,1501 BURNETT RD,BROWNWOOD,TX,76801,"1501 Burnett Rd, Brownwood, TX 76801",31.678089,-98.99369,BROWN,3256493300,142
HENDRICK MEDICAL CENTER SOUTH,6250 US HIGHWAY 83,ABILENE,TX,79606,"6254 US Hwy 83, Winters, TX 79567",31.908644,-99.966048,TAYLOR,3254281010,139
HEREFORD REGIONAL MEDICAL CENTER,540 WEST 15TH STREET,HEREFORD,TX,79045,"540 W 15th St, Hereford, TX 79045",34.838958,-102.413712,DEAF SMITH,8063642141,29
HILL REGIONAL HOSPITAL,101 CIRCLE DRIVE,HILLSBORO,TX,76645,"101 Circle Dr, Hillsboro, TX 76645",32.012365,-97.098317,HILL,2545808500,21
HORIZON MEDICAL CENTER OF DENTON,2813 S MAYHILL RD,DENTON,TX,76208,"2813 S Mayhill Rd, Denton, TX 76208",33.174282,-97.087069,DENTON,9405658580,22
HOUSTON METHODIST BAYTOWN HOSPITAL,4401 GARTH RD,BAYTOWN,TX,77521,"4401 Garth Rd, Baytown, TX 77521",29.769072,-94.979045,HARRIS,2814208600,205
HOUSTON METHODIST CLEAR LAKE HOSPITAL,18300 HOUSTON METHODIST DR,HOUSTON,TX,77058,"Houston, TX 77058",29.571604,-95.099828,HARRIS,2813338865,128
HOUSTON METHODIST CONTINUING CARE HOSPITAL,701 S FRY RD,KATY,TX,77450,"701 S Fry Rd, Katy, TX 77450",29.777375,-95.718627,HARRIS,8325227550,80
HOUSTON METHODIST CONTINUING CARE HOSPITAL - TMC,6501 FANNIN ST FL 8-9,HOUSTON,TX,77030,"6501 Fannin St, Fl 8-9, Houston, TX 77030",29.711475,-95.398922,HARRIS,7134414082,43
HOUSTON METHODIST HOSPITAL,6565 FANNIN ST,HOUSTON,TX,77030,"6565 Fannin St, Houston, TX 77030",29.709033,-95.400335,HARRIS,7137903311,979
HOUSTON METHODIST SUGAR LAND HOSPITAL,16655 SOUTHWEST FWY,SUGAR LAND,TX,77479,"16655 Southwest Fwy, Sugar Land, TX 77479",29.588964,-95.631127,FORT BEND,2812747000,252
HOUSTON METHODIST THE WOODLANDS HOSPITAL,17201 I-45 SOUTH,THE WOODLANDS,TX,77385,"17201 I-45 S, Shenandoah, TX 77385",30.205188,-95.451727,MONTGOMERY,9362702000,176
HOUSTON METHODIST WEST HOSPITAL,18500 KATY FWY,HOUSTON,TX,77094,"18500 Katy Fwy, Houston, TX 77094",29.787208,-95.697905,HARRIS,8325221000,128
HOUSTON METHODIST WILLOWBROOK HOSPITAL,18220 STATE HIGHWAY 249,HOUSTON,TX,77070,"18220 Tomball Pkwy, Houston, TX 77070",29.966597,-95.551132,HARRIS,2817371000,180
HOUSTON PHYSICIANS HOSPITAL,333 NORTH TEXAS AVENUE,WEBSTER,TX,77598,"333 N Texas Ave, Webster, TX 77598",29.533391,-95.126126,HARRIS,2815575621,15
HUNT REGIONAL HEALTHCARE,4215 JOE RAMSEY BOULEVARD,GREENVILLE,TX,75401,"4215 Joe Ramsey Blvd, Greenville, TX 75401",33.122487,-96.123918,HUNT,9034085000,104
HUNTSVILLE MEMORIAL HOSPITAL,110 MEMORIAL HOSPITAL DRIVE,HUNTSVILLE,TX,77340,"110 Memorial Hospital Dr, Huntsville, TX 77340",30.698734,-95.558982,WALKER,9362913411,106
IRAAN GENERAL HOSPITAL,600 HIGHWAY 349 NORTH,IRAAN,TX,79744,"600 N State Highway 349, Iraan, TX 79744",30.789776,-101.842646,PECOS,4326392575,14
JACKSON COUNTY HOSPITAL,1013 SOUTH WELLS STREET,EDNA,TX,77957,"1013 S Wells St, Edna, TX 77957",28.969191,-96.635579,JACKSON,3617827800,25
JOHN PETER SMITH HOSPITAL,1500 S MAIN ST,FORT WORTH,TX,76104,"1500 S Main St, Fort Worth, TX 76104",32.726819,-97.328127,TARRANT,8179213431,166
KELL WEST REGIONAL HOSPITAL,5420 KELL BOULEVARD WEST,WICHITA FALLS,TX,76310,"5420 Kell Blvd, Wichita Falls, TX 76310",33.872144,-98.58742,WICHITA,9406925888,41
KIMBLE HOSPITAL,349 REID ROAD,JUNCTION,TX,76849,"349 Reid Rd, Junction, TX 76849",30.498818,-99.780492,KIMBLE,3254463321,15
KINDRED HOSPITAL - SAN ANTONIO CENTRAL,111 DALLAS STREET 4TH FLOOR,SAN ANTONIO,TX,78205,"111 Dallas St, Fl 4, San Antonio, TX 78205",29.433872,-98.4923,BEXAR,2102977195,44
KINDRED HOSPITAL CLEAR LAKE,350 BLOSSOM STREET,WEBSTER,TX,77598,"350 Blossom St, Webster, TX 77598",29.544005,-95.127838,HARRIS,2813167800,96
KINDRED HOSPITAL DALLAS CENTRAL,8050 MEADOW ROAD,DALLAS,TX,75231,"8050 Meadow Rd, Dallas, TX 75231",32.887126,-96.767638,DALLAS,4692326500,40
KINDRED HOSPITAL EL PASO,1740 CURIE DRIVE,EL PASO,TX,79902,"1740 Curie Dr, El Paso, TX 79902",31.778996,-106.477362,EL PASO,9153519044,64
KINDRED HOSPITAL HOUSTON MEDICAL CENTER,6441 MAIN STREET,HOUSTON,TX,77030,"6441 Main St, Houston, TX 77030",29.712968,-95.399037,HARRIS,7137900500,88
KINDRED HOSPITAL HOUSTON NW,11297 FALLBROOK DRIVE,HOUSTON,TX,77065,"11297 Fallbrook Dr, Houston, TX 77065",29.924425,-95.588005,HARRIS,2815171000,47
KINDRED HOSPITAL SUGAR LAND,1550 FIRST COLONY BOULEVARD,SUGAR LAND,TX,77479,"1550 1 Colony Blvd, Sugar Land, TX 77479",29.600647,-95.63812,FORT BEND,2812756000,69
KINDRED HOSPITAL-SAN ANTONIO,3636 MEDICAL DRIVE,SAN ANTONIO,TX,78229,"3636 Medical Dr, San Antonio, TX 78229",29.522377,-98.556416,BEXAR,2106160616,53
KINDRED HOSPITAL-TARRANT COUNTY,1000 NORTH COOPER STREET,ARLINGTON,TX,76011,"1000 N Cooper St, Arlington, TX 76011",32.750511,-97.114156,TARRANT,8175483400,62
KINDRED HOSPITAL-TARRANT COUNTY,7800 OAKMONT BOULEVARD,FORT WORTH,TX,76132,"7800 Oakmont Blvd, Fort Worth, TX 76132",32.665931,-97.424117,TARRANT,8173460094,82
KINGWOOD EMERGENCY HOSPITAL,23330 HIGHWAY 59 N,KINGWOOD,TX,77339,"23330 US Highway 59 N, Humble, TX 77339",30.054628,-95.250188,MONTGOMERY,8327776165,6
KNAPP MEDICAL CENTER,1401 EAST EIGHTH STREET,WESLACO,TX,78596,"1401 E 8th St, Weslaco, TX 78596",26.152119,-97.97749,HIDALGO,9569688567,166
KNOX COUNTY HOSPITAL,701 SOUTHEAST 5TH STREET,KNOX CITY,TX,79529,"701 SE 5th St, Knox City, TX 79529",33.413698,-99.811498,KNOX,9406573535,23
KPC PROMISE HOSPITAL OF AMARILLO,1540 RESEARCH ST,AMARILLO,TX,79124,"1540 Research St, Amarillo, TX 79124",35.197751,-101.926228,POTTER,8066398670,44
KPC PROMISE HOSPITAL OF DALLAS,7955 HARRY HINES BOULEVARD,DALLAS,TX,75235,"7955 Harry Hines Blvd, Dallas, TX 75235",32.832518,-96.86197,DALLAS,2146370000,66
KPC PROMISE HOSPITAL OF WICHITA FALLS,1103 GRACE STREET,WICHITA FALLS,TX,76301,"1103 Grace St, Wichita Falls, TX 76301",33.903011,-98.50019,WICHITA,9402139370,31
KYLE ER & HOSPITAL,5615 KYLE CENTER DR,KYLE,TX,78640,"5615 Kyle Center Dr, Kyle, TX 78640",30.007582,-97.865228,HAYS,7136600557,4
LAKE GRANBURY MEDICAL CENTER,1310 PALUXY ROAD,GRANBURY,TX,76048,"1310 Paluxy Rd, Granbury, TX 76048",32.432362,-97.803711,HOOD,8175732273,46
LAKE TRAVIS ER LLC,5012 N FM 620 RD,AUSTIN,TX,78732,"5012 N Fm 620th Rd, Austin, TX 78732",30.391175,-97.885004,TRAVIS,5122602732,4
LAMB HEALTHCARE CENTER,1500 SOUTH SUNSET,LITTLEFIELD,TX,79339,"1500 S Sunset Ave, Littlefield, TX 79339",33.911885,-102.344833,LAMB,8063856411,75
LAREDO MEDICAL CENTER,1700 EAST SAUNDERS STREET,LAREDO,TX,78041,"1700 E Saunders St, Laredo, TX 78041",27.530851,-99.479962,WEBB,9567965000,186
LAREDO SPECIALTY HOSPITAL,2005 BUSTAMANTE ST,LAREDO,TX,78041,"2005 Bustamante St, Laredo, TX 78041",27.533535,-99.473782,WEBB,9567535353,34
LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHCARE,1801 NORTH OREGON STREET,EL PASO,TX,79902,"1801 N Oregon St, El Paso, TX 79902",31.770037,-106.49823,EL PASO,9155211776,164
LAVACA MEDICAL CENTER,1400 NORTH TEXANA STREET,HALLETTSVILLE,TX,77964,"1400 N Texana St, Hallettsville, TX 77964",29.457421,-96.938331,LAVACA,3617983671,22
LEGENT HOSPITAL FOR SPECIAL SURGERY,4100 MAPLESHADE LANE,PLANO,TX,75075,"4100 Mapleshade Ln, Plano, TX 75093",33.001305,-96.771816,COLLIN,9722651050,7
LEGENT NORTH HOUSTON SURGICAL HOSPITAL,24429 TOMBALL PARKWAY,TOMBALL,TX,77375,"24421 Tomball Pkwy, Tomball, TX 77375",30.03653,-95.605112,HARRIS,3467660880,8
LEGENT ORTHOPEDIC + SPINE,5330 NORTH LOOP 1604 WEST,SAN ANTONIO,TX,78249,"5330 N Loop 1604 W, San Antonio, TX 78249",29.590754,-98.590351,BEXAR,2108778000,21
LEGENT ORTHOPEDIC HOSPITAL,1401 E TRINITY MILLS RD,CARROLLTON,TX,75006,"1401 E Trinity Mills Rd, Carrollton, TX 75006",32.985575,-96.898337,DALLAS,9728100700,18
LIBERTY DAYTON REGIONAL MEDICAL CENTER,1353 NORTH TRAVIS,LIBERTY,TX,77575,"1353 N Travis St, Liberty, TX 77575",30.068352,-94.799266,LIBERTY,9363367316,25
LIFECARE HOSPITALS OF FT WORTH,6201 OVERTON RIDGE BOULEVARD,FORT WORTH,TX,76132,"6201 Overton Ridge Blvd, Fort Worth, TX 76132",32.678823,-97.421136,TARRANT,8173706078,70
LIFECARE HOSPITALS OF NORTH TEXAS - DALLAS,1950 RECORD CROSSING ROAD,DALLAS,TX,75235,"1950 Record Crossing Rd, Dallas, TX 75235",32.817306,-96.848898,DALLAS,2146409600,54
LIFECARE HOSPITALS OF PLANO,6800 PRESTON ROAD,PLANO,TX,75024,"6800 Preston Rd, Plano, TX 75024",33.065468,-96.794807,COLLIN,2144738822,66
LILLIAN M HUDSPETH MEMORIAL HOSPITAL,308 HUDSPETH AVENUE,SONORA,TX,76950,"308 Hudspeth St, Sonora, TX 76950",30.563469,-100.63437,SUTTON,3253872521,12
LIMESTONE MEDICAL CENTER,701 MCCLINTIC,GROESBECK,TX,76642,"701 Mc Clintic Dr, Groesbeck, TX 76642",31.530424,-96.530423,LIMESTONE,2547293281,20
LONGVIEW REGIONAL MEDICAL CENTER,2901 NORTH FOURTH STREET,LONGVIEW,TX,75605,"2901 N 4th St, Longview, TX 75605",32.532185,-94.728805,GREGG,9037581818,162
LUBBOCK HEART & SURGICAL HOSPITAL,4810 NORTH LOOP 289,LUBBOCK,TX,79416,"4810 N Loop 289, Lubbock, TX 79416",33.602938,-101.915394,LUBBOCK,8066877777,58
LUMBERTON HOSPITAL LLC,220 BLANCO STREET,LUMBERTON,TX,77657,"220 Blanco St, Lumberton, TX 77657",30.261675,-94.221027,HARDIN,4092270520,4
LYNN COUNTY HOSPITAL DISTRICT,2600 LOCKWOOD,TAHOKA,TX,79373,"2600 Lockwood St, Tahoka, TX 79373",33.16682,-101.816199,LYNN,8069984533,24
